part_number,manufacturer,condition,price,lead_time,vendor,location,quantity,
DLM-02,ABB,REFURBISHED,964.95,7-10 Days,Dreamland,Europe,5
DO620,ABB,REFURBISHED,303.45,7-10 Days,Dreamland,Europe,5
DO86-16,ABB,REFURBISHED,346.5,7-10 Days,Dreamland,Europe,5
DPW-02,ABB,REFURBISHED,138.6,7-10 Days,Dreamland,Europe,5
DRA-02,ABB,REFURBISHED,964.95,7-10 Days,Dreamland,Europe,5
DSAI-110,ABB,REFURBISHED,1929.9,7-10 Days,Dreamland,Europe,5
DSCA-114,ABB,REFURBISHED,441,7-10 Days,Dreamland,Europe,5
DSDI-115,ABB,REFURBISHED,1102.5,7-10 Days,Dreamland,Europe,5
DSDX110,ABB,REFURBISHED,276.15,7-10 Days,Dreamland,Europe,5
DSH-S1505,ABB,REFURBISHED,1101.45,7-10 Days,Dreamland,Europe,5
DSMB-112,ABB,REFURBISHED,1378.65,7-10 Days,Dreamland,Europe,5
DSMB-126A,ABB,REFURBISHED,1378.65,7-10 Days,Dreamland,Europe,5
DSMB127,ABB,REFURBISHED,1929.9,7-10 Days,Dreamland,Europe,5
DSMB-144,ABB,REFURBISHED,661.5,7-10 Days,Dreamland,Europe,5
DSPC-170,ABB,REFURBISHED,1819.65,7-10 Days,Dreamland,Europe,5
DSSR-116,ABB,REFURBISHED,627.9,7-10 Days,Dreamland,Europe,5
